norm_type,norm_number,norm_year,title,summary,issuing_body,publication_date,effective_date,revocation_date,status,official_url,source_name
lei,10826,2003,Estatuto do Desarmamento,Dispoe sobre registro posse comercializacao e fiscalizacao de armas e municoes,Congresso Nacional,2003-12-22,2003-12-23,,vigente,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.826.htm,Planalto - Legislacao Federal
